Y,X
0,hơi thất vọng lắm luôn áo chưa mặc đã bẩn dáng xấu vải cũng không đẹp luôn
0,áo xấu chất nóng váy không giống hình và quá rông
0,quần may xấu lắm mọi người không nên mua mua về lấy lâu lâu nha thì được hình và phim mang tính chất nhận xu
0,áo màu da bị loang màu đen
0,sức chỉ nhiều á ạ
0,chất lượng kém
0,hàng không giống hình chất vải
0,mình cao 1m67 nặng 52 kg mặc kích thước l vừa vặn nhưng chất này nhăn lắm cảm thấy không được xịn áo cũng bình thường thôi
0,quần ổn ạ nhưng mà kích cỡ không chắc chắn nên khá dễ rách
0,áo không đẹp như tưởng tượng vải thô nên làm mất dáng ý kích cỡ bị rộng hơn so với bình thường buồn phải đi sửa lại không bít sao nên trừ cửa hàng 1 sao
0,túi chỉ bị sứt kéo gần hết cái túi còn chưa kịp đeo đai bằng nhựa hơi thô sơ
0,áo xấu dáng áo ta nói nó quê
0,quần hơi to còn bị rách
0,cho đúng 1 sao vì quần có kích cỡ mà chỉ là cái mác thôi cùng 1 cỡ cái bác ạ bé xíu 3 kích cỡ sấp mặt luôn mà kích cỡ m và l cũng tỏ như s thất vọng không nên mua về phí
0,vải hơi cứng và nóng mua với giảm giá thì ổn giá không giảm giá hơi mắc mặc mùa thu tốt
0,khá nhiều lỗi nhưng mà tiền nào của đó thôi mọi người cân nhắc trước khi mua nhé
0,kỳ vọngquá nhận cái hơi bỡ ngỡ cái này nó ngắn vậy sau bận còn mỏng nữa nha mặc cái thấy hết áo trong rồi
0,chất lượng kém hàng mỏng
0,chất vải giống thun đường may bên không ngực là kích cỡ hở chứ không phải kín nhằm nhét miếng lót vào chất lượng hơi thấp so với giá thành
0,vãi sáu máy bạn đừng mua phí tiền áo còn không đẹp không giống màu
0,vải mỏng có khi nhìn thấu
0,áo mỏng quá
0,mua được giảm giá nhưng chất lượng thấy không hài lòng lắm
0,quần hơi tối màu và áo hơi bé
0,hơi thất vọng quần khá là mỏng ạ mặc vào nhìn yên thấu được luôn á
0,áo không đẹp vải khá là xấu
0,áo cũng ổn á mọi người nhưng kích cỡ ở dưới phần nút nhìn kì quá còn bị 1 chấm đen dưới áo còn lại ổn áp lắm
0,quần dài vải hơi mỏng không có túi kích cỡ hơi lỏng dễ bung cực
0,chất lượng kém nhìn như quần mấy bà tra hay mặc nhìn không ưa mọi xíu nào không đáng tiền
0,kích cỡ to lắm nha mọi người ơi
0,em đẹp trai nhưng áo thi không
0,hơi thất vọng so với mong đợi vải thô mỏng xấu không nên mua nha mọi người
0,áo in bị lỗi
0,vải nóng
0,hàng không giống hình hình in thì nha không rõ nét nói chung là đểu không đáng để mua
0,quần rộng cực luôn ạ mình mặc như kiểu bơi ý ống quá là rộng luôn ạ dài nữa
0,vải hơi cứng nghĩ màu trắng sẽ đẹp hơn nha
0,vải mỏng còn là vải da cá nữa nha áo không đẹp lắm
0,chất liệu mỏng 1 lớp đường may cũng không thủ công
0,chất lượng kém quá
0,cũng được chữ nhỏ không được to như ảnh
0,mình mua vì đang giảm giá nhưng hơi buồn vì kích cỡ quá bự theo hướng dẫn kích cỡ mình mặc kích cỡ l lận mình hạ kích cỡ xuống m rồi mà rộng lắm lần đầu mình nghĩ mình cần xuống kích cỡ s
0,hàng không giống như ảnh cụ thể là tay áo ngắn hơn
0,áo dày thật đấy nhưng là dày kiểu cứng luôn mặc không thoải mái tiền nào của nấy mọi người ơi
0,hơi thất vọng về sản phẩm chất lượng vải mặc rất thích nhưng áo mặc không bó vào nguồn ngực cho lắm thất vọng
0,vải siêu mỏng
0,áo nhìn hơi cũ so với hàng mới vải mỏng không như mong đợi
0,quần dài mình 1m6 ống rộng nhưng không đúng hình dáng phần mông luôn đùi nhỏ mặc hơi bó
0,vải mỏng cực kì nhìn không gối hình tý nào
0,quần hơn dài vải mỏng kích cỡ lỏng may không chắc 2 3 là rách ở đường may hình ảnh chỉ mang tính chất nhận xu
0,áo mỏng quá cửa hàng ạ
0,chất liệu mỏng khá chật với người như mình dù mình chỉ 45kg chỉ thừa nhiều dáng quần khá ổn
0,quần rộng nhiều chỉ thừa áo khá mỏng
0,chất lượng kém sản phẩm trầy trụa
0,áo sấu chữ bị móc đóng áo củ vậy hơi thất vọng
0,áo hơi mỏng nhưng chất mát nha mọi người quần thì ngắn nhưng mình m5 mặc thì vừa luôn cạp quần kéo qua rốn nhưng vải quần hơi nóng
0,túi dây hơi ngắn không giống hình cho lắm vải không ưng í cho lắm nên mình đánh giá 3 sao nha
0,hơi thất vọng vì áo in không rõ hình không đẹp
0,anh em đừng ham rẻ mà mua nhìn ảnh thì đẹp đấy mua về như cái đb
0,hàng không giống như ảnh xấu lắm không nên mua làm gì cả túi rất bé dây túi cũng thế nói chung là không nên mua
0,quần vừa với giá tiền nhưng cũng khá rõ và chỉ thừa còn quá nhiều nếu thích thì vẫn có thể mua
0,áo chữ hơi ngắn
0,quần dáng cũng đẹp nhiều vải siêu mỏng nhìn xuyên thấu luôn nhiều chỉ thừa kích cỡ hơi xấu hình ảnh chỉ mang tính chất nhận xu
0,làm ăn vớ vẩn lần đầu tiên và cũng là lần cuối cùng mua cái giẻ lau lượng quá kém
0,áo mặc được 1lần là hỏng quá tệ
0,chất liệu như hàng chợ 10k 1 cái
0,vải siêu mỏng hên là đặt màu đen chứ màu trắng là hở hết lên phục không được đẹp cho lắm ai mua cân nhắc lại hình ảnh chỉ mang tính chất tượng trưng
0,túi dây ngắn với có nhiều chỉ thừa quá
0,hàng không giống như hình
0,hơi thất vọng vì cứ tưởng cả bộ ai ngờ có mỗi cái áo
0,làm cái dây túi để cầm thôi hay sao mà cho ngắn thế không biết
0,áo mỏng quá cửa hàng ơi
0,quần rộng như cái bao dáng lùng bùng quá xấu gumac hết kích cỡ của quần mình phải đổi sang mua mẫu khác mà gumac đòi mình chịu giao hàng 2 đầu mình nhắn tin hỏi đổi sang mẫu mới như thế nào thì không được phản hồi nữa có cửa hàng ở hà nội nhưng phải gửi vào tận hồ chí minh để đổi thôi tạm biệt gumac ạ
0,đồ mắc tiền nhưng kích cỡ không được đẹp quần ống dài ống ngắn mặc lên nhìn rất kì nhìn kiểu bị xộc xệch không được chỉn chu
0,vải mỏng cứng cân nhắc khi mua hàng nha áo dáng siêu to nha mấy bạn ốm không mặc nổi
0,túi đen nhỏ hơn túi trắng dây túi đen không hình logo nhỏ ngắn hơn dây của túi trắng
0,hàng xấu
0,áo vải mặc nóng nhưng với giá 9 nghìn thì phù hợp
0,áo dáng áo ta nói nó quê
0,màu nha ủng so với ảnh
0,hơi thất vọng vì không như thứ e mong đợi️ nó khác hình quá ️
0,hàng rẻ mà đẹp chất lượng tốt tôi mua cái cái túi mọi đen mọi trắng cái màu đen bị lỗi ở cả hai cái khóa hơi thất vọng
0,vải nóng cửa hàng ạ
0,hàng không giống như hình chất lượng sản phẩm kém
0,ai cao tầm m57 thì cân nhắc chút hình dáng áo đẹp nhưng ngắn quá tiền nào của nấy
0,quần rộng quá
0,giá áo mua ngày 1 1 là 128k đúng câu tiền nào của nấy chất áo đúng là lụa nhưng khá mỏng và không sang như khi lên hình và của gumac nẹp cổ áo không có nên mặc phải chỉnh cổ rất bất tiện bảng kích cỡ áo không chuẩn nên đặt kích cỡ l mà áo cứ như kích cỡ xl hay xl
0,vải hơi dầy
0,quần kiếm
0,vải mỏng đến nỗi thấy đồ lót bên trong luôn ấy không nên mua nha mặc lên thì ok nhưng phải nhắc lại là nó vô cùng mỏng quá tệ
0,cũng được ngắn quá chỉ thừa nhiều quá co giống lại 1 chỗ trông rất chán đời
0,áo mỏng quá luôn
0,mặc ở nha thôi nha vải nhìn xuyên được thừa còn nhiều kích cỡ thì lỗi tùm vọng quá tiền nào của nấy mua cấy vài trăm hơn
0,hàng không giống như trên cửa hàng vải mỏng xù cổ áo không có tem như trong hình đặt 2 áo nhưng mà 1 áo có phần phối xuống còn 1 áo không có
0,vải áo mỏng bị rách ở tay áo nhiều chỉ thừa cổ áo không đứng được dáng áo dẹp thôi hơi thất vọng
0,vải nóng lắm mình mua 5cái thì được 2 cái vải mát ưng ý hình chỉ mang tính chất minh họa
0,hàng xấu cực khuyên mọi người không nên mua hình in xấu
0,quần 1 bên rộng 1 bên chật
0,chất liệu ni lông váy của bộ đồ hơi xấu
0,vải siêu xấu không co dãn
0,sản phẩm hơi khác 1 và áo mặc mùa thu nên hơi mỏng cần cân nhắc trước khi mua
0,vải mỏng dính
0,quần khá bó chật phần eo không giãn mình 4 kg mà mặc hơi chật khúc eo còn khúc dưới khá bự và rộng
0,quần rộng quá mặc không vừa kích thước s mà như kích thước l vậy rộng dã man
0,vải hơi đây và không thấm hút mồ hôi nên mặc sẽ hơi nóng quần hơi ngắn nên bạn nào cao trên 1m5 chắc sẽ bị ngắn lắm ý
0,giá cả 8 10 lên dáng 7 10 chất liệu vải như cửa hàng t 10 có thể xem trên video chỉ thừa 9 10 đường may 9 10 tổng kết như cức không nên mua tốn tiền vải mỏng mặc nhìn xuyên hám rẻ nha mí bạn
0,vải đẹp nhưng dáng xấu lắm luôn m57 đặt tăng kích cỡ rồi kích cỡ l mà vẫn bị ngắn và rộng quá còn vải thì không nói vì nó rất ổn hình ảnh mang tính chất nhận xu
0,áo chữ in không chéo chút nào
0,vải nóng quá
0,áo mỏng quá nhìn thì cũng được tại cũng có mấy chục nên tạm chấp nhận phần túi không như mong đợi mọi người nách nhắc khi mua
0,quần xấu quá mỏng không hài lòng với sản phẩm của cửa hàng
0,hàng phù hợp với giá tiền mà không giống với màu xanh bơ cho lắm vì màu này mang lên khá là dìm màu da nên mình không thích lắm
0,vải khá nóng
0,mình cao m62 mặc áo vẫn hơi bị ngắn 1 chút dáng áo rộng chất vải hơi mỏng
0,điểm trừ là mặc trễ lắm ạ phù hợp với người cao có ngực thôi ạ không thì bị trễ và dây áo hay bị tuột ạ
0,mặc ổn lên dáng cũng được nhiều khá kà không vừa ý vì có quần thì rách chỉ còn bị tụt chun nhiều vì giá rẻ nên mình không thể nói gì thêm đành phải mang đi sửa
0,mình ngực nhỏ nên không hợp với kiểu này kích cỡ 36 vẫn không vừa ạ buồn quá mà đổi thì mất thêm 50k nữa nha nên thôi ️
0,chất vải cũng ok nhưng cổ bị lỗi không có cúc áo với lại không giống hình 10
0,màu nhạt hơn so với ảnh và video chất lụa bình thường có 1 chỗ bị xước
0,áo quần không đẹp vải thô mỏng mặc lâu có thể bị xù mà giá này thì cũng không hy vọng nhiều
0,áo không được dày lắm mùa đóng phải có thêm áo khoác màu nhạt hơn trong hình
0,áo dày chất vải sờ thì nóng không biết mặc lên có thấm mồ hôi không nữa
0,quần xấu chẳng khác gì quần đồng phục trên trường
0,ai muốn mua thì lên xem xét kỹ vì quần rất mỏng
0,vải áo mỏng hơi nóng kích cỡ ok nhưng nhiều chỉ thừa hình ảnh và phim chỉ mang tính chất nhận xu
0,vải nóng sản luôn không thể nào mặc được
0,hàng không giống trên ảnh cái dây váy thì không được giống
0,chất áo hơi ngứa
0,hàng xấu cực dáng xấu tay thì ngang mặc lên giống gãy áo dây thì may như dẻ lau mua 4 cái mà không có cái nào ra hồn nói chung không nên mua lần đầu tiên thất vọng tới mức 1
0,quần dão mặc không ôm mặc dù chọn kích cỡ vừa kg
0,mình nhận đủ hàng ️ áo đúng mẫu vải ổn nhưng quần bị lỗi chỉ thừa nhiều kích cỡ không được đẹp vải nóng
0,chất lượng không như mong đợi chỉ may không chắc chắn khuy áo cũng chỉ tạm bợ nói chung không ưng ý lắm mặc dù rẻ nhưng cũng không đáng như vậy
0,màu nhạt hơn trên ảnh vải mỏng
0,áo mỏng quá với lại khá bó người
0,quần khá chật áo quá mỏng không gì có thể nói với chất liệu vải luôn
0,cũng được nhưng chất vải khá mỏng có 1 lớp à
0,nói chung là hơi mỏng
0,vải hơi hàng được như trên hình h anh chỉ mang t chất nhận xu
0,vải nóng và phai màu kinh khủng nha mọi người
0,vải mỏng dáng áo không đẹp cổ áo quá hở
0,hàng quá chán
0,vải áo này cực tệ thống số cotton 65 poly 35 _ nhưng hoàn toàn sai ngược lại thì có vải áo như áo mưa
0,áo chữ nhỏ hơn phông áo
0,màu nhạt hơn trong hình
0,hàng đặt sie s mà vừa rộng vừa dài ai mà mặc được sie s nhỏ người nhất mà quần dài đến nách tôi luôn thấy trong phát trực tiếp nhỏ mà khi nhận hàng ôi thật vọng
0,chất vải hơi khác nhìn giống như quần của các bà
0,hàng không giống trên ảnh rất bé không thể chui vừa
0,quần xấu lắm mọi người vải mỏng với cả ống quần nó cứ vênh vênh lên ấy
0,quần đạp bị lỗi vải hơi mỏng
0,áo in không rõ nét
0,rất mỏng và rất là xấu không thể mặc được
0,hàng xấu lắm mọi người ạ đường may thì xấu đã thé cái dây kéo còn bị đứt nữa cửa hàng nên xem lại ạ bạn nào bụng to thì sẽ không vừa đâu ạ bởi cái chun nó bé lắm ạ
0,chất lượng không ổn gọng lòi ra khi mạc đam vào người
0,quần đẹp nhưng mà đường chỉ may không được cẩn thận khi về mặc được 1 lúc lại bị rác đáy quần hình ảnh chỉ mang tính chất minh họa
0,sản phẩm hơi mỏng nếu mặc áo trắng sẽ bị lộ
0,vải hơi khô
0,áo không được đẹp lắm nói chung là tiền nào của đó
0,áo mặc êm mua màu da để mặc áo trắng đi làm nhưng màu cam hơi nhiều nên không mặc cùng áo trắng được
0,quần xấu nhiều chỉ thừa hợp giá tiền không lên mua nha mặc như quần bà già vậy lấy lâu đại ảnh
0,vải mỏng dáng xấu thất vọng quá
0,mình nhận đủ sản phẩm nhưng áo mỏng quá
0,vải nóng màu cũng không giống hình vải không xịn mịn như đẹp lần trước
0,áo nhận được rất khác với hình
0,mua giảm giá 181k so với chất lượng là tạm vì chất vải thô xấu mặc không tôn dáng đồ có mùi hôi hôi như đồ để 1 gốc lâu rồi chứ không phải mùi vải còn mới mặc dù còn mác nếu giá góc gần 50k thì phí tiền so với các hãng khác mình mua thời gian gần đây thì đồ nha gumac càng ngày càng tệ nhất là áo sơ mi
0,quần áo cũng được ạ vì chất mà lên hình dáng không được đẹp lắm nên mình cho 4 sao nha cửa hàng cố lên
0,chất vải cứng thô quá
0,hàng không giống trong ảnh mà cũng khá được
0,hàng xấu ngắn không nên mua
0,vải áo nỉ khá là ô kê nhưng tay trái của áo bị lỗi rất thất vọng về cửa hàng
0,nói chung là không ưng được áo mình không vừa mặc dù trong tầm kích cỡ quần thì rất mỏng và rộng
0,quần rộng thùng thình áo khoác mỏng teo
0,áo chữ nó bị nhòe nhòe sao á nó đen đen nhìn xấu cực mà mặc đi chơi chắc không ai để ý đâu
0,chất liệu pha ni lông nói chung không ưng chất liệu màu vải trông kiểu dễ phai
0,vải hơi lộ
0,áo giống như áo cũ vậy à màu trắng mà mình nhận được giống như màu đục vậy đó ảnh là do ánh sáng thôi chứ thực ra màu đục giống áo cũ vậy
0,chất áo khá mỏng
0,quần xấu như của các bà
0,hàng không giống trong hình
0,chất áo khá mỏng trắng này mặc lên chìm da rất nhiều vải hơi bị xù
0,hàng quá nhiều chỉ thừa
0,sản phẩm hơi nhiều chỉ thừa 1 vải cũng hơi mỏng
0,khá thất vọng sản phẩm chất vải nóng xù lông đặc biệt sản phẩm bị lỗi
0,áo không được đẹp hình in lại bị dính vào nhau
0,áo dơ nhiều chỗ lốm đốm giống mốc á chỉ thừa cũng nhiều
0,quần rộng với to vải mỏng mềm mại nhiều chỉ thừa nói chung là khá thất vọng so với giá tiền
0,áo cũng tạm được hợp với giá tiền nhưng hình in màu vàng chứ không được bóng như hình
0,hàng xấu vải mỏng không có chữ hình mờ nhỏ vải nhăn không được như mong muốn phí tiền
0,vải hơi mềm
0,chữ bên tay trái hình như in lỗi
0,chất áo khá nóng vì chỉ có 65 cotton mọi người cân nhắc nhé
0,mẫu như hình vải ok nhưng mà áo hơi ngắn kiểu nếu dài qua mông luôn xíu sẽ ok hơn còn này tới lưng mông luôn thôi chụp hơi tối chứ áo trắng nha
0,chất lượng không tốt như mong đợi so với giá tiền
0,áo mỏng tiền nào của đó áo in xấu
0,đồ mỏng áo nhìn xuyên thấu luôn ý
0,hàng không giống với hình phần ống hơi lỗi
0,áo in mờ và mỏng lẹt thôi tiền nào của đó cân nhắc khi mua nha mấy bà
0,hàng sai sót hơi nhiều không giống trong ảnh
0,mình nhận được hàng rách thế này thật thất vọng
0,quần xấu ống quần bên to bên nhỏ nhiều chỉ thừa
0,khá thất vọng về cả 1 thương hiệu mình săn giảm giá tuy áo không mắc cũng không dám đòi hỏi gì về chất lượng cao nhưng như vậy là quá quá tệ cho 1 thương hiệu lớn mà mình từng kì vọng vải thô ráp màu thì không như hình khá tối còn trong hình thì khá sáng nói chung 1 lần duy nhất ghé đến chỗ này say tạm biệt
0,áo không được đẹp hơi mỏng
0,áo cũng tạm được mà kích cỡ to quá
0,áo chưa mặc đã bị đứt dây rồi
0,vải mỏng hết sức không thích xíu nào đúng là chỉ đẹp trên hình thôi
0,quần khá đẹp nhưng nó bị bè đáy quần bị rách chỉ thừa nhiều mà tiền nào của đó
0,quần dày dặn nhưng chất vải không mặc đẹp bị già đũng quần bị nông
0,khá thất vọng vì cái quần bị rách 1lỗ ở đằng sau quần
0,áo thun hình dáng không đẹp mình nghĩ các bạn không nên mua
0,hàng xấu vải mỏng thấy cả áo trong khuyên mọi người không nên mua
0,chữ của áo nhìn hơi chất nóng dễ xù lông mọi người nên cân nhắc trước khi mua
0,áo dơ chữ ra màu
0,èo chất lượng xấu thật sự đó không nên mua phí tiền lắm
0,mặc rộng quá️
0,vãi hơi mỏng
0,màu ở ngoài ngả sang màu cam sữa nhiều hơn phần thun dưới phía sau lưng có phần trang trí bằng lưới mặc lên cọ vào da ngứa ngáy khó chịu
0,áo không được đẹp xấu hơn trên ảnh mong cửa hàng đổi áo áo thì mỏng có thể nhìn qua luôn
0,áo mỏng và hơi cứng
0,nói chung là rẻ nhưng không ưng chất áo cho lắm
0,áo cũng tạm được nhưng mà chỗ in chữ nó sẽ bị tróc và không được đẹp giống trong hình đâu
0,áo ỉn sai
0,đồ mỏng lắm nhiều chỉ thừa nữa nha
0,hàng không như ảnh
0,áo cũng tạm được nhưng mà hơi mỏng tay áo dính mực xanh nhiều chỉ thừa giá hợp lí
0,quần rộng mỏng có thế nhìn yên thấu
0,chất áo không co giãn thấm mồ hôi không tốt dáng áo khá cơ bản
0,vải tạm được áo không có hình in đằng sau và mắt mếu ở cánh tay
0,quần mình mới nhận mặc vào không biết sao nhưng mà sờ chất vải thì hơi mỏng mỏng
0,khá thất vọng vì màu quần không được giống nhau
0,áo nhỏ vận chuyển cửa hàng ơi
0,hàng xấu hàng ngoài chợ còn đẹp hơn nhiều chỉ thừa thất vọng thực sự vải mỏng dính không đẹp mọi người nên suy nghĩ khi mua hình dáng không đẹp
0,áo không được rộng như hình bạn nào hơi mũm mĩm cần cân nhắc trước khi mua
0,quần săn giảm giá được 2 nghìn cũng không đòi hỏi gì nhiều chất vải mỏng mình nghĩ mang lên cự động mạnh là rách quần này mấy bạn đùi hơi to mang sẽ chật và dễ rách quần cũng dài nhưng mà hình dáng ở mông luôn với đùi sẽ rất nhỏ mỏng
0,chất áo không được đẹp hình không được to như mẫu dễ bong
0,áo mỏng và nhàu
0,khá thất vọng vì quần áo mỏng dính áo thì còn tạm mặc được quần thì mỏng với lại bị lỗi mặc cứ bị kéo kéo chỗ đũng chung là tệ
0,hàng không như hình
0,vải tạm được nhưng bị bung chỉ khi mình nhận được hàng thì quần bị dính bẩn
0,vải không chất lượng như mình nghĩ chất nóng bức lắm
0,vải mỏng hình in thì chẳng thấy mặt đâu
0,quần xấu vải nóng nhiều chỉ thừa hình ảnh và phim chỉ mang tính chất lấy lâu xu
0,hàng sấu không đẹp người bán không tốt
0,áo không được rộng như hình cá nhân mình thấy không ok lắm
0,hai cái áo đều nhạt hơn so với hình nhiều chỉ thừa đường chỉ may chưa đẹp
0,hàng không như hình vải mỏng
0,áo in sơn nó cứ bị sao sao á
0,mình cho 4 sao vì áo có 2 viết mực bút bi
0,khá thất cạp quần bé mặc nó cứ sao sao í không ưng 1 ít nào vì rẻ nên chấp nhận
0,vải không co dãn
0,nói chung là tay nghề may chưa tốt vải mỏng chất nóng dễ xù lông
0,áo mỏng và quá rộng
0,chữ hơi đen
0,quần khá đẹp vải mỏng mịn nhưng mà chỉ thì dễ bung tiền nào của đấy khuyến khích mọi người không nên mua
0,áo không được rộng như trong hình
0,ảnh không liên quan nhưng mà quần không được đẹp lắm
0,mình nhận hàng như thật sự không hài lòng hàng mình nhận móp méo như bị ai khui ra rồi vậy là khách hàng mua không ít sản phẩm của nha gumac nhưng lần này mình cực kỳ thất vọng mình mua hàng trên trang trang web gumac chưa bao giờ gặp tình trạng này mong bên bạn xem lại
0,mình chọn kích cỡ l nhưng bị rộng eo và hơi to so với mình mình 1m56 nặng 50kg
0,nói chung là tiền nào của nấy nhưng áo hơi mỏng quá và mình thấy mọi người bảo hàng này hay bị thủng và mình đã bị thủng ở trong cánh áo nhưng may là ở gậm cánh áo định đổi nhưng lười
0,giá cao hơn so với chất lượng sản phẩm tuy giảm giá nhưng cũng không rẻ hàng bình thường không có gì xứng với giá
0,hàng không như mẫu có phía sau có màu trắng mà lại không thấy mua mọi lần này thôi vải quá mỏng
0,chất mát cơ mà cái quần phần trên hơi nhỏ 1 chút nên hơi bị kích phần mông
0,áo mỏng vải bị tước chỉ cân nhắc mua nha mấy chế
0,khá thích chất vải áo đẹp mình giặt thì áo ra màu cực nhiều mấy cái áo đen có viền trắng bị dính màu lem hết
0,chất vải phù hợp với giá tiền hình dáng quần hơi xấu dưới 45 kg sẽ mặc đẹp hơn
0,quần xấu chất vải nóng ống quần nhỏ lắm
0,vải mỏng không dày như trên ảnh
0,chữ hơi lệch xuống dưới
0,mình chọn kích thước theo đúng số đo của cửa hàng thì mặc không thoải mái lắm có cảm giác hơi kích kích khó chịu theo kiểu chỗ thừa chỗ thiếu ý cảm giác đẹp bạn phần trên hơi đô 1 chút mặc sẽ thoải mái vẫn nên mua đồ ngoài cửa hàng thì hơn
0,sản phẩm in hơi lỗi
0,áo in thừa không giống trong hình
0,áo mỏng vải sơ mi không ra sơ mi cắt ra lấy lâu vải làm nơ này nọ còn được hơn tiền nào của nấy
0,giá cao so với chất lượng kiểu dáng
0,áo như cút
0,áo không được to cho lắm nên cân nhắc nhiều chỉ tay áo bó không đẹp cho lắm
0,vải tạm ổn nhưng mà giặt thì phai mài kinh khủng luôn á mặc cũng ok lắm vì dịch mà hơn 1 tháng mới nhận được hàng
0,chất áo là cotton pha poly nên khá nóng không phải lụa như phần mô tả chỉ phù hợp với thu đóng ảnh mang tính chất nhận xu
0,hàng không như mong đợi
0,vải mỏng không dày như trên hình nên mua màu đen ạ màu trắng bị lộ quần trong
0,áo in xấu lên luốc
0,mình chọn màu đen rồi nhưng mà mình vẫn thấy vải mỏng chỉ có vài cọng chỉ thừa thôi
0,nói chung là vải hơi mỏng chút
0,hình dáng áo đẹp chất vải có vẻ dễ nhăn hy vọng ủi sẽ thẳng ra áo trắng nhưng lại bị dơ nghìn pha trước không biết giặt ra hông
0,chữ hơi xấu
0,áo mỏng váy quá rộng
0,áo như hình đệm vừa phải nhưng ngực mình nhỏ mà lấy lâu kích cỡ 36 mặc chật quá không chuẩn kích cỡ
0,sản phẩm kém chất lượng
0,mua giảm giá giá rẻ nhưng kích thước nhỏ nha mọi người mua nhớ tăng kích thước lên nha
0,quần mở ra bay mùi nồng quá đã vậy mà cái ống quần to chà bá kiểu này phải tốn tiền đi sửa rồi khóc
0,quần đáy ngắn vãi ra ấy bên dưới bung ra như váy nhìn kinh khủng vãi luôn
0,chất vải quá mỏng
0,áo cng không được lắm ạ mọi người
0,áo mỏng vãi luôn luôn á sẽ lộ nào của nấy á đám mấy in trên áo hơi giả mọi người đừng mua nha
0,chất áo mặc khá nóng màu xanh giống hình
0,áo không được ưng cho lắm nhiều chỉ thừa vải mỏng ạ
0,áo đệm cực mỏng không được nâng đẩy như mình nghĩ
0,áo kẻ hơi rộng so với kích cỡ thường mặc
0,hàng không như mong đợi quần may đũm thì co lại rất chán nhưng mua hàng rẻ thì phải chịu nên cân nhắc khi mua
0,vải không đẹp lắm
0,vải mỏng không như mẫu mặc cũng không tôn dáng lên được như mẫu
0,vải áo rất nóng toàn ni lông
0,áo đem lại mở hàng ra đã dính dơ rồi
0,quần đáy quá dài mình phải sửa lại mới mặc được
0,chữ in không đẹp áo không co giãn ngắn
0,quần mới chưa mặc đã xù lông chất mỏng chỉ thừa nhiều thất vọng
0,áo khá chi là mỏng mặc cũng không đẹp lắm
0,đồ nha gumac bao giờ cũng đẹp mà mỗi tội đồ dính dơ không lẻ lỗi chút đem đổi mà lần sau gumac kỹ hơn chút nhé
0,áo không giống ảnh lắm
0,đồ bị bẩn giống vết máu
0,nói chung phù hợp với giá tiền nhưng về thì bị bẩn mọi góc
0,hàng không như trên ảnh trong shop
0,quần đáy thấp mà ống dài mặc vô như quần ôm nói chung là xấu giá rẻ nên không trông mong gì nhiều ai mua nên cân nhắc lại
0,quần khá đẹp mình chỉ cao 1m50 nhưng mặc vẫn vừa chất liệu vải cũng tốt nhưng hơi mỏng tuy nhiên có 1 điểm trừ là khi bóc hàng thì mình thấy còn quá nhiều chỉ thừa bạn nào mua về chỉ cần cắt chỉ thừa là tốt nhé nói chung là tiền nào của nấy quần so với giá tiền thì cũng không còn gì để nói rồi ạ
0,vải mỏng kiểu gì á lộ hết luôn bực bộ đồi luôn
0,chất áo màu đen không co giãn chất bí nóng chất áo màu ghi co giãn và mềm hơn 1 chút kích cỡ m mà dáng to không hài lòng lắm điểm là tặng thêm 5c lì xì
0,sản phẩm kém chất lượng chưa mặc đã bung hết chỉ với giá này thì chất lượng vải mỏng thì chấp nhận nhưng chưa mặc đi đâu mà chỉ đã bung tùm lum rồi
0,chữ in không được đi lắm
0,chất vải quá mỏng nhất là quần không thể mặc lượng kém
0,áo đúng hình dáng kích thước tự do nhưng chất vải xù chứ không trơn như ảnh bạn nào đặt áo sọc thì cẩn thận nhé
0,sản phẩm vừa phải bản thân không thích lắm
0,quần mới mà bị bong chỉ thất vọng lắm luôn video không liên quan lắm
0,vải không đẹp lắm nhưng mà rẻ quần trắng hơi mỏng và có khả năng bị lộ
0,áo đệm mỏng hợp với người có ngực to hơn quai áo không mềm mại lắm
0,áo màu không giống ảnh lắm
0,áo không giống ảnh màu xấu hết sức không hiểu sao chất có thể xấu đến thế quá thất vọng không có lần sau
0,sản phẩm kém chất lượng không giống với hình ảnh
0,chất vải quá mỏng quá nhiều chỉ thừa
0,vải tạm mà quần lấy lâu 3 quần 3 kích cỡ khác nhau mà cũng 1 cỡ bé xíu như kích cỡ s khuyên mọi người không nên mua
0,vải áo siêu mỏng cổ và cúc áo bị lệch cổ không đứng được luôn hình ảnh mang tính chất nhận xu
0,áo mỏng xấu
0,áo đệm mỏng giá hơi cao so với chất lượng
0,dây áo bị giãn rồi
0,áo màu không giống hình cho lắm
0,áo thun rộng hơn so với áo cũng là kích cỡ cổ thì quá nhỏ chui không lọt chất vải thun màu giãn
0,mình rất thất vọng về sản phẩm vải áo rất nóng đóng gói sơ xài
0,quần dày cứng nóng không hài lòng lắm
0,quần mới mang vào đã rách không thể mặc được sẽ không có lần sau mua cửa hàng
0,chất vải quá mỏng chân váy không có quần bên trong nói chung rất tệ
0,siêu không đẹp
0,áo không giống ảnh tệ
0,sản phẩm kém không giống như hình
0,vải không đẹp nha mặc nóng với lại dễ bị xù lông mình khuyên là không nên mua
0,áo thun thì được còn áo trắng thì mỏng quá
0,váy đỏ không đẹp
0,chất áo mỏng
